Era,Name,Notes,Length,File Date,Release Date,Type,Streaming,On DSPs,Link(s)
Luv Is Rage 2 [V2],"⭐ 20 Min
(prod. Da Honorable C.N.O.T.E.)
(20 Minutes, 20 Til', 20 Till' I'm On, Listen)","Track #20 on Luv Is Rage 2 (Deluxe). Probably one of (if not, the) best track from Uzi's discography, according to the general consensus. Was referred to as ""20 Minutes"" on the marketing plan for the album. Don Cannon stated that it was originally supposed to release on the main album, but was moved to the Deluxe version so that the album could remain with 16 tracks in total.",3:40,"Dec ??, 2016","Nov 17, 2017",Album,Released on DSPs,Yes,https://open.spotify.com/track/0uxSUdBrJy9Un0EYoBowng?si=3419feba8cf6465e
,Lil Uzi Vert vs. The World 2 [V1],,,,,,,,
,Singles and throwaways,,,,,,,,
Lil Uzi Vert vs. The World 2 [V1],"Clout
(prod. SwizzyBeats)
(In My Couch)","LIR throwaway released by producer, possibly released earlier but Hypebeat article indicates Nov 24 or 27th release, might have been on soundcloud",3:27,,"Nov 24, 2017",Single,Released on DSPs,No,https://www.youtube.com/watch?v=SHTN7jhQFlg
,Features,,,,,,,,
Lil Uzi Vert vs. The World 2 [V1],"Maxo Kream - Mars
(feat. Lil Uzi Vert) (prod. DJ Spinz & Da Honorable C.N.O.T.E.)
(Woke Up On Mars)",Was originally Uzi's song.,3:19,"Jan 3-17, 2017","Sep 15, 2017",Feature,Released on DSPs,Yes,https://open.spotify.com/track/2x1MnggaXudiGIiWqstpMB
Lil Uzi Vert vs. The World 2 [V1],"Zaytoven - A Lot 
(feat. Lil Uzi Vert) (prod. Zaytoven)","Recorded and Previewed on October 28th, 2016. Released on Zaytoven's 2017 album ""Where Would The Game Be Without Me 2""",3:03,,"Oct 5, 2017",Single,Released on DSPs,No,https://www.youtube.com/watch?v=OjQM3gWx0Mo
Lil Uzi Vert vs. The World 2 [V1],"HoodRich Pablo Juan - Zambamafoo (Remix)
(feat. Lil Uzi Vert & Lil Yachty) (prod. Danny Wolf)","Track 14 on HoodRich Pablo Juan's album ""Designer Drugz 3"". Is a remix of the previous song with an added Lil Yachty feature.",3:06,,"Oct 6, 2017",Remix,Released on DSPs,Yes,https://open.spotify.com/track/5jwsY4al2m8JMs7KxU70YM?si=3787e8104b094966
Lil Uzi Vert vs. The World 2 [V1],"⭐ NAV - Wanted You
(feat. Lil Uzi Vert) (prod. Ben Billions)","Released as a single by NAV featuring Lil Uzi Vert. Later became track 8 on NAV's album ""Reckless"".
Within Nav's Top 10 songs and one of Uzi's best features",3:48,,"Nov 10, 2017",Feature,Released on DSPs,Yes,https://open.spotify.com/track/1Faq8G2y56A8fRv7HsLq25?si=2005dfde099045ba
Lil Uzi Vert vs. The World 2 [V1],"Zaytoven - Strong 
(feat. Lil Uzi Vert) (prod. Zaytoven)","Released on Zaytoven's 2018 album ""Trap Holizay""",3:48,,"Nov 10, 2017",Feature,Released on DSPs,Yes,https://open.spotify.com/track/7uL0c7Yye2qACn8NQTatqV?si=dWqrbaFSTByK7y9RLKqQ3g
Lil Uzi Vert vs. The World 2 [V1],"Dave East - Don't Try Me 
(feat. Lil Uzi Vert) (prod. Luca Vialli)","Recorded and previewed on October 26th, 2016",3:55,,"Nov 13, 2017",Single,Released on DSPs,No,https://soundcloud.com/whoisdaveeast/dont-try-me-ft-lil-uzi-vert
Lil Uzi Vert vs. The World 2 [V1],"Kap G - Marvelous Day
(feat. Lil Uzi Vert & Gunna) (prod. Spiffy Global & Squat Beats)","Track 2 on Kap G's EP ""Mood"".",3:43,,"Nov 17, 2017",Feature,Released on DSPs,Yes,https://open.spotify.com/track/4kfEy7h6bWBS5OaDpccTap?si=932c3e291c5a45ca
Lil Uzi Vert vs. The World 2 [V1],"Zaytoven - Birds 
(feat. Lil Uzi Vert) (prod. Zaytoven)
(Bird, Flex)","Recorded and Previewed on October 28th, 2016. Released on Zaytoven's 2017 album ""Trapping Made it Happen""",3:11,,"Dec 15, 2017",Feature,Released on DSPs,No,https://open.spotify.com/track/7qpBNMfpGELVM8TqH5q2e3
Lil Uzi Vert vs. The World 2 [V1],"Bright: The Album - Smoke My Dope
(feat. Lil Uzi Vert & Steve Aoki) (prod. Steve Aoki)",Track 8 on Bright: The Album featuring Lil Uzi Vert.,3:22,,"Dec 15, 2017",Single,Released on DSPs,Yes,https://open.spotify.com/track/1BeTdfec8Kowv2QIU5o4IN?si=fbaa320a752547a2
Lil Uzi Vert vs. The World 2 [V1],"ManMan Savage - Big Face
(feat. Lil Uzi Vert) (prod. Oogie Mane)",Recorded in 2015 in a session with ManMan Savage & Playboi Carti,3:22,,"Dec 26, 2017",Feature,Released on DSPs,No,https://soundcloud.com/search?q=ManMan%20Savage%20-%20Big%20Face
,16*29,,,,,,,,
16*29,"✨ Chinatown - IM WIT' THE SQUAD
(feat. Lil Uzi Vert & Playboi Carti) (prod. Chinatown)
(Squad, FIREARM)","OG Filename: IM WIT THE SQUAD
Was released as a SoundCloud single, but would be taken down later on. Didn't feature Offset, and was named differently.",3:22,"Nov 9, 2016","Dec 3, 2017",Single,Released on DSPs,No,"https://soundcloud.com/chinatownbeats/im-wit-the-squad-prod-by-chinatown
https://soundcloud.com/chinatownbeats/playboi-carti-lil-uzi-vert-prod-by-chinatown
https://open.spotify.com/album/2EUyPEICEMo2XEHEpuvvWM
https://web.archive.org/web/20200501233325/https://open.spotify.com/track/6wtlRKnXXezRODFz9jXwXI"
16*29,"⭐ DP Beats - Bankroll
(feat. Lil Uzi Vert & Playboi Carti) (prod. DP Beats)
(Yea, Yea)","Released as a single on Feb 20, 2018, later became track 6 on DPONTHEBEAT VOL. 3.",4:26,"Apr ??, 2016","Feb 20, 2018",Single,Released on DSPs,Yes,https://open.spotify.com/track/4ArSKuz3kUmThkw9uvAEJQ?si=1f3acb9b4f954f8d
16*29,"⭐ Playboi Carti - Shoota
(feat. Lil Uzi Vert) (prod. Maaly Raw)","OG Filename: 06 SHOOTA (MAIN) SING MASTER
Track #6 on Playboi Carti's album ""Die Lit"".",2:34,"Jul 6, 2017","May 11, 2018",Feature,Released on DSPs,Yes,https://open.spotify.com/track/2BJSMvOGABRxokHKB0OI8i?si=a5b8f958b3d04980
,Eternal Atake [V1],,,,,,,,
,Singles and Throwaways,,,,,,,,
Eternal Atake [V1],"Mood [V5]
(prod. TM88, Southside & Supah Mario)
(Messing Up My Mood, Diamonds)","OG Filename: Lil Uzi - Mood - Tumay Mix_05-01
Version uploaded to the WorldStar Youtube channel.",3:31,,"Jan 5, 2018",Single,Released on DSPs,No,https://www.youtube.com/watch?v=9sFNGLPtxkA
Eternal Atake [V1],"Birdie
(prod. DP Beats)
(Bye Bye Birdie, Bandz)","DPONTHEBEAT Vol 3, Released with Bankroll",2:01,,"Apr 11, 2018",Feature,Released on DSPs,Yes,https://open.spotify.com/track/6V3BWc31TBcXYFaNsfL7M2?si=3b1c225437874ad1
Eternal Atake [V1],"DJ Rell & Ms. Danniboo - Mood
(feat. Lil Uzi Vert)
(prod. Southside)","Originally released on SoundCloud on Uzi's page, but then received an official release as Track #2 on DJ Rell's album ""The Black Tape""",2:50,,"May 8, 2018",Feature,Released on DSPs,Yes,https://open.spotify.com/track/2yDcSQquR9MHnHsuzdzKpO?si=4EP8KJXXQzONx_-4NieHiA
Eternal Atake [V1],"⭐ Rich Forever Leaked
(prod. Dolan Beats)
(Chief Keef Freestyle 2, Mess Up, Rich Forever)","OG Filename: Uzi Chief Keef freestyle 2 - rough
Was 'released' as part of a very short but iconic beef between Uzi and Rich The Kid. With this track being a diss towards him and his label. Uses the same beat as Chief Keef's ""Where"".",3:14,"Feb 12, 2018","Apr 12, 2018",Single,Released on DSPs,No,https://soundcloud.com/liluzivert/leaked
Eternal Atake [V1],"⭐ New Patek
(prod. Dolan Beats)
(5 Min)","Released on September 18th, 2018. Samples the title track from the anime series ""Death Parade"". Was intended to be on the 2018 iteration of the album, but was scrapped due to Uzi's issues with his label.",5:43,"May 14, 2018","Sep 18, 2018",Single,Released on DSPs,Yes,https://open.spotify.com/track/0Fpen1PTuEnCmOJtUU9Iud?si=884610c2dac54063
,Features,,,,,,,,
Eternal Atake [V1],"Gunna - At The Hotel
(feat. Lil Uzi Vert & Young Jordan) (prod. Turbo)","Uzi verse previewed on November 19th, 2017. Released on the deluxe version of Gunna's ""Drip Season 3""",3:50,,"Feb 2, 2018",Feature,Released on DSPs,Yes,https://open.spotify.com/track/5RIVAc0J3PAsw4aqkzO7TM
Eternal Atake [V1],"G Herbo - Who Run It (Remix)
(feat. Lil Uzi Vert) (prod. Southside)",Features a fast rapping Uzi verse in which Uzi disses Offset and Rich The Kid,4:24,,"Apr 12, 2018",Remix,Released on DSPs,No,"https://www.youtube.com/watch?v=Gng5pb31Neo
https://soundcloud.com/gherbo/who-run-it-remix-feat-lil-uzi-vert"
Eternal Atake [V1],"Young Thug - Up 
(feat. Lil Uzi Vert) (prod. Southside)","Released as track #2 on Young Thug's EP, ""Hear No Evil"". Carti was intended to be featured on the song as well, but for unknown reasons (his verse probably didn't get cleared in time), he was not present on the final release.",4:56,"Oct 16, 2017","Apr 13, 2018",Feature,Released on DSPs,Yes,https://open.spotify.com/track/7HvtrRyRYqSOhllmbIW1Kh
Eternal Atake [V1],"⭐ Travis Scott - Watch
(feat. Lil Uzi Vert & Kanye West) (prod. Pi'erre Bourne & MIKE DEAN)
(Look At My Rollie)","Single released by Travis Scott, featuring Lil Uzi Vert and Kanye West. Samples voice clips done by O'shaughnessy Hartley at the Astroworld theme park ride, and a short outro done by Kylie Jenner. Playboi Carti recorded on the same beat for his throwaway ""Goyard Shopping Bag"".",3:37,"Nov 19, 2017
(Uzi & Trav)
Apr 27, 2018
(Ye)","May 4, 2018",Feature,Released on DSPs,Yes,https://open.spotify.com/track/3DoBTwfr8yi2LN08SBpFkN?si=093aca3a5f4f4c81
Eternal Atake [V1],"⭐ Rambo Savage - That's On You
(feat. Lil Uzi Vert & Rory Fresco) (prod. Mark Pizzani)
(Come and Go)","Originates from a 2016 Kanye leak 'Come and Go', as Uzi used parts of the hook for the chorus of this song. It was likely from when both worked together on Kanye's The Life Of Pablo. Was released on DSPs, but was deleted for unkown reasons; it's still available in a few regions. ",4:20,,"May 14, 2018",Feature,Released on DSPs,Yes,https://open.spotify.com/track/5YgplSfdkmPfgpS7bU4skW
Eternal Atake [V1],"✨ Lil Baby - Life Goes On
(feat. Gunna & Lil Uzi Vert) (prod. Quay Global)","Track #13 on Lil Baby's album ""Harder Than Ever"".",4:07,,"May 18, 2018",Feature,Released on DSPs,Yes,https://open.spotify.com/track/2bSk87AVkCIIC3Bcligq1z?si=e1dcbd7005e948a6
Eternal Atake [V1],"NBA Youngboy - What You Know
(feat. Lil Uzi Vert) (prod. Mike Laury & Dubba-AA)","Released seperately by YoungBoy in 2018, allegedly apart of a collab known as ""Too Fast""",3:20,,"May 19, 2018",Feature,Released on DSPs,No,https://soundcloud.com/nba-youngboy/what-you-know
Eternal Atake [V1],"YK Osiris - Valentine (Remix)
(feat. Lil Uzi Vert) (prod. KC Supreme & Kiwi)",uzi remix of song - release date not confirmed,3:23,,"May 28, 2018",Feature,Released on DSPs,No,https://www.youtube.com/watch?v=heu-_qSeJOo
Eternal Atake [V1],"Freeway - Swagger On The Mayo 
(feat. Lil Uzi Vert) (prod. Tryfe)","Recorded in 2014, Released in 2018",3:00,,"Jun 22, 2018",Feature,Released on DSPs,Yes,https://open.spotify.com/track/2Ymm8itixCOQ7gAxSfdLcf
Eternal Atake [V1],"03 Greedo - Never Bend (Remix)
(feat. Lil Uzi Vert) (prod. 03 Greedo)",Released on 03 Greedo's project ''God Level'' as track 27,4:50,,"Jun 26, 2018",Feature,Released on DSPs,Yes,https://www.youtube.com/watch?v=ACpqMHOxCds
Eternal Atake [V1],"NBA Youngboy - Rich Nigga
(feat. Lil Uzi Vert) (prod. Mike Laury & Dubba-AA)","Released seperately by YoungBoy in 2018, allegedly apart of a collab known as ""Too Fast""",2:25,,"Jun 28, 2018",Feature,Released on DSPs,No,"https://www.youtube.com/watch?v=5z-fjVGLGAk
https://soundcloud.com/nba-youngboy/rich-nigga-feat-lil-uzi-vert"
Eternal Atake [V1],"Blocboy JB - Don’t Say That
(feat. Lil Uzi Vert) (prod. Babyxwater)","Previewed by Uzi on Instagram, in a video of Blocboy and Uzi dancing to the chorus, was later released as Track #3 on Blocboy JB's album ""Don't Think That""",2:46,,"Oct 30, 2018",Feature,Released on DSPs,Yes,https://open.spotify.com/track/5eq8CDTzJIOq0aMtwbp5Gn?si=ncL33r4YR8-WcrHWCXItvQ
Eternal Atake [V1],"Young Jordan - With My Slime
(feat. Lil Uzi Vert) (prod. Smoke)","Track 2 on Young Jordan's EP ""Slicey"".",2:36,,"Jul 3, 2018",Feature,Released on DSPs,No,https://www.youtube.com/watch?v=LnEUGBKKYPk
Eternal Atake [V1],"Juice WRLD - Wasted
(feat. Lil Uzi Vert) (prod. CBMIX)","Was originally released as a single by Juice. It was then reissued as track #5 on his album, ""Goodbye & Good Riddance"", as a late addition. The song was originally sent to Uzi with an open verse, for him to add his contribution. Which was made the same day he recorded his verse, for the ""Lucid Dreams"" remix. This would be the song, that would let Juice meet Uzi (who was one of his biggest inspirations, and favorite artists). On his Genius Verified for this song, Juice stated that Uzi was the perfect choice for this song; with his aggresive and crazy verse. Was exported on May 17, 2018.",4:18,"Apr 23-24, 2018
(Chor & FV JW)
Apr 27, 2018
(Chor Harm JW)
May 16, 2018
(Uzi)","Jul 10, 2018",Feature,Released on DSPs,Yes,https://open.spotify.com/track/1a7WZZZH7LzyvorhpOJFTe?si=af77377346304677
Eternal Atake [V1],"Young Thug & Young Stoner Life - It's A Slime
(feat. Lil Uzi Vert) (prod. Wheezy)","Track #8 on Thug & YSL Record's ""Slime Language"".",3:39,,"Aug 17, 2018",Feature,Released on DSPs,Yes,https://open.spotify.com/intl-es/track/3HxYOwZZHZn5mC1drqPQqR?si=282b3188ac37451e
Eternal Atake [V1],"Desto Dubb - Bankteller
(feat. 03 Greedo, Lil Pump, Lil Uzi Vert & Smokepurpp) (prod. Thank You Fizzle)","OG Filename: bank. december. smh
SoundCloud single by Desto Dubb.",4:24,"Jun 27, 2018","Sep 25, 2018",Feature,Released on DSPs,No,https://on.soundcloud.com/Lys3b9gpkDtjevzluI
Eternal Atake [V1],"Pressa - 420 in London
(feat. Lil Uzi Vert) (prod. Murda Beatz)",Single released by Pressa featuring Lil Uzi Vert.,3:39,,"Oct 2, 2018",Feature,Released on DSPs,Yes,https://open.spotify.com/track/1zDwQIp3BgbH9dSmYtPBDH?si=f70107c8ac4f4e08
Eternal Atake [V1],"Lil Pump - Multi Millionaire
(feat. Lil Uzi Vert) (prod. Danny Wolf, Dilip & Hanzo)","Single released by Lil Pump featuring Lil Uzi Vert. Later became track 10 on Lil Pump's album ""Harverd Dropout"".",2:50,"Aug ??, 2018","Oct 5, 2018",Feature,Released on DSPs,Yes,https://open.spotify.com/track/7q8cy4uoA2itYATsKeXhcq?si=590be7db30a742b5
Eternal Atake [V1],"Heavy Metal
(feat. Lil Keed & Lil Gotit) (prod. Supah Mario)","OG Filename: Heavy Metal (Feat. Lil Uzi Vert & Lil Keed)
Was originally supposed to be on Lil Gotit's album ""Hood Baby"", with Uzi as one of the featured artists, instead.",3:40,"Sep 11, 2018","Oct 14, 2018",Feature,Released on DSPs,No,LINK NEEDED
Eternal Atake [V1],"Cassius Jay - Big Racks
(feat. Lil Uzi Vert) (prod. Cassius Jay & Wheezy)",Single released by Cassius Jay featuring Lil Uzi Vert.,3:00,,"Dec 14, 2018",Feature,Released on DSPs,Yes,https://open.spotify.com/track/6hL2M0UcCYfXzzD691dWvK?si=0d12b644bf5a4960
Eternal Atake [V1],"✨ Shabazz PBG - Shells
(feat. Lil Uzi Vert) (prod. M7ssiah)",Uzi feature on single by Shabazz PBG. Infamously known for having one of Uzi's best features with Shabazz doing the opposite.,3:00,,"Dec 24, 2018",Feature,Released on DSPs,Yes,https://soundcloud.com/shabazz_pbg/shabazz-x-lil-uzi-vert-shells
Eternal Atake [V1],"LAMB$ - Fighting Demons
(feat. Lil Uzi Vert) (prod. Rakz Fifth)",Taken from 2015 song,2:11,,"Jan 19, 2019",Feature,Released on DSPs,No,https://soundcloud.com/insomniaclambs/lamb-ft-lil-uzi-vert-fighting-demons
,Eternal Atake [V2],,,,,,,,
,Singles and Throwaways,,,,,,,,
Eternal Atake [V2],"⭐ Free Uzi
(prod. DJ L Beats)
(Sex First)","OG Filename: Uzi Sex First
Was released on YouTube alongside it's music video. Shares the same instrumental with G Herbo's ""Gangway"". The track was pitched up to avoid Atlantic Records & Generation Now taking it down, since it was uploaded without their authorization. This was a protest move done by Uzi, because of how frustrating his deal with his label was getting at that time. Was reuploaded by Uzi on DistroKid.",3:17,"Mar 25, 2019","Mar 28, 2019",Single,Released on DSPs,No,https://www.youtube.com/watch?v=IVNSRolWnCA&t=34s
Eternal Atake [V2],"⭐ That's A Rack
(prod. Oogie Mane, DJ Bangout, Nick Mira, Taz Taylor & Brandon Finessin)
(Racks, That's A Wrap)","OG Filename: Uzi Racks Master_1644
Released on DSPs as a single. Was supposed to be the lead single for a scheduled release of the album, on May 24, 2019. A somewhat NSFW music video for the song was released on April 23, 2019. The file used was exported on April 5, 2019.",3:57,"Oct 8-9, 2018","Apr 9, 2019",Single,Released on DSPs,Yes,https://open.spotify.com/track/4pCEIQ6wBVuaJdER5bALtO?si=0008cd72dca44e98
Eternal Atake [V2],"Sanguine Paradise (YouTube Version)
(prod. Oogie Mane, Brandon Finessin & Forza)
(Side Note, Money Keep Coming, I Can't Lose)","OG Filename: Uzi WOD_Sanguine Paradise Master_1644
Alternate mix of the song released on Youtube, which has some differences in its mix compared to the version available on DSPs. Has the original producer tags, with the final mix. The file used was exported on April 5, 2019.",4:04,"Nov 30, 2018","Apr 8, 2019",Single,Released on DSPs,No,https://www.youtube.com/watch?v=INsVZ3ACwas
Eternal Atake [V2],"⭐ Sanguine Paradise
(prod. Oogie Mane & Brandon Finessin)
(Side Note, Money Keep Coming, I Can't Lose)","OG Filename: Uzi WOD Sanguine Paradise M2 -10db - master
Another lead single that was intended for a scheduled release of the album on May 24, 2019. Another of Uzi's most iconic singles from his discography. A music video for the song was released on Jul 3, 2019; it featured a heavy inspiration towards the MARVEL's Blade movies, starred by Wesley Snipes. The file used was exported on December 14, 2018.",4:04,"Nov 30, 2018","Apr 9, 2019",Single,Released on DSPs,Yes,https://open.spotify.com/track/3XiNC94b4Tq1xwv70sQJGN?si=e42c396b41af42af
,Features,,,,,,,,
Eternal Atake [V2],"A Boogie wit da Hoodie - Reply
(feat. Lil Uzi Vert) (prod. Go Grizzly & JoeFromYO)","Released as a single by A Boogie wit da Hoodie featuring Lil Uzi Vert. Later became track 19 on A Boogie wit da Hoodie's album ""Artist 2.0"".",3:03,,"Nov 15, 2019",Feature,Released on DSPs,Yes,https://open.spotify.com/track/1njRzdfGNUY2RZU0lVO787?si=7d6e6c6058d94a5a
Eternal Atake [V2],"DooWop - Cap Flow
(feat. Lil Uzi Vert) (prod. Chief Keef)",One of the Chief Keef freestyle session songs.,2:22,,"Jul 16, 2019",Feature,Released on DSPs,Yes,https://open.spotify.com/track/24q95EV8qWhSPwiA5UYdI1?si=410861a473bb4614
Eternal Atake [V2],"✨ Gucci Mane - Potential
(feat. Lil Uzi Vert & Young Dolph) (prod. mjNichols & Ricky Racks)",Cut Song from 1017 vs. The World that released in 2019,4:50,,"Jun 21, 2019",Feature,Released on DSPs,Yes,https://open.spotify.com/track/1CiR9MK8zVPKtGrHe4LFPb?si=14e2df50b9254fb2
Eternal Atake [V2],"HiDoorah - Rivals
(feat. Lil Uzi Vert) (prod. ATL Jacob)",Song that was sold off of LEAKTH.IS and then subsequently released after.,4:03,,"Jun 8, 2019",Feature,Released on DSPs,No,https://www.youtube.com/watch?v=AtcJSYPLQdQ
Eternal Atake [V2],"Lil Keed - Pull Up
(feat. Lil Uzi Vert & YNW Melly) (prod. jetsonmade & Producer 20)","Released as a single by Lil Keed featuring Lil Uzi Vert. Later became track 11 on Lil Keed's album ""Long Live Mexico"".",2:42,"Feb ??, 2019","May 28, 2019",Feature,Released on DSPs,Yes,https://open.spotify.com/track/2rFXS1iNJqCUrcU21fJfe7?si=3c023c28366b4fd8
Eternal Atake [V2],"✨ Lud Foe - Show U Off
(feat. Lil Uzi Vert) (prod. Kid Wond3R & Nox Beatz)","Single released by Lud Foe featuring Lil Uzi Vert. Later became track 5 on Lud Foe's album ""Guns Up Funds Up"".",4:01,,"Apr 26, 2019",Feature,Released on DSPs,Yes,https://open.spotify.com/track/60mcyQCSVEqWxrO6V2vtjj?si=2823db6d89aa436a
Eternal Atake [V2],"⭐ TM88 - Slayerr
(feat. Lil Uzi Vert) (prod. Bobby Raps, SInGrinch & TM88)",Released officially few months after leaking,3:25,,"Jun 20, 2019",Feature,Released on DSPs,Yes,https://open.spotify.com/track/5X2I1TVUkchLBggRTCMYem?si=4f1b44183f064f8b
Eternal Atake [V2],"Tyler, The Creator - IGOR'S THEME
(feat. Lil Uzi Vert) (add. Solange) (prod. Tyler, The Creator)","Track 1 on Tyler, The Creator's ""IGOR"".",3:20,,"May 17, 2019",Feature,Released on DSPs,Yes,https://open.spotify.com/track/51RN0kzWd7xeR4th5HsEtW?si=7445148704f64b8a
Eternal Atake [V2],"Yo Gotti - Pose 
(feat. Lil Uzi Vert)
(prod. SoundsbyBreezy, Ben Billions & Julian Beats)","Single released by Yo Gotti, later became track #15, a bonus track, on Yo Gotti's album ""Untrapped""",2:50,,"Aug 23, 2019",Feature,Released on DSPs,Yes,https://open.spotify.com/track/6e9biVAugkOfydEN8OiJpi?si=X8o2IHs_Rc282EvYu3S3sA
Eternal Atake [V2],"Yo Gotti - Pose (Remix)
(feat. Lil Uzi Vert & Megan The Stallion)
(prod. SoundsbyBreezy, Ben Billions & Julian Beats)","Remix of the single released by Yo Gotti, later became track #8, on Yo Gotti's album ""Untrapped""",3:46,,"Oct 18, 2019",Feature,Released on DSPs,Yes,https://open.spotify.com/track/57ciWTOKgrXVBxktMJyUB1?si=4t1xTEYhSLKK_1aMgvMvNQ
Eternal Atake [V2],"Young Nudy & Pi'erre Bourne - Extendo
(feat. Lil Uzi Vert) (prod. Pi'erre Bourne)","Released as a single by Young Nudy and Pi'erre Bourne featuring Lil Uzi Vert. Later became track 8 on Young Nudy and Pi'erre Bourne's album ""Sli'merre"".",4:19,,"May 1, 2019",Feature,Released on DSPs,Yes,https://open.spotify.com/track/3zXPxm4WxdCIgfdsbad9FH?si=ba329545a4124c00
