Era,Name,Notes,Length,Release Date,Type,Streaming,Link(s)
genre : sadboy,"time travel
(feat. Zzz.) (prod. 80root & Igor Mamet)",Track 3 on genre : sadboy.,3:01,"Mar 29, 2024",Album Track,Yes,https://open.spotify.com/track/0hzOn1LI3q2cmXVT6KBogz?si=9d0dee259f04437e
genre : sadboy,"struggles
(prod. Igor Mamet, HNRZHUNTER, InBloom & W!LLER)",Track 4 on genre : sadboy.,3:17,"Mar 29, 2024",Album Track,Yes,https://open.spotify.com/track/4D8EGc1HnJRnrbFWujFDyY?si=659a630f23dc43e1
genre : sadboy,"suddenly
(prod. Charlie Handsome, BazeXX, SlimXX & Jeff Bhasker)",Track 5 on genre : sadboy.,1:47,"Mar 29, 2024",Album Track,Yes,https://open.spotify.com/track/5RJvKzCyG6ReTWwPRaRF7K?si=8aa03f5cf4674b73
genre : sadboy,"half dead
(prod. SlimXX & ​producerX)",Track 6 on genre : sadboy.,2:57,"Mar 29, 2024",Album Track,Yes,https://open.spotify.com/track/3jJNV9XLsjWktDjqGHXh94?si=88f89f5a54174c0b
genre : sadboy,"​hiding in the hills
(prod. SlimXX, BazeXX & RONNY J)",Track 7 on genre : sadboy.,2:31,"Mar 29, 2024",Album Track,Yes,https://open.spotify.com/track/4nE0WZRoRiSRDVNA8JgRi3?si=864cf156d3574584
genre : sadboy,"no more
(prod. Igor Mamet, Cxdy & Thank You Fizzle)",Track 8 on genre : sadboy.,2:25,"Mar 29, 2024",Album Track,Yes,https://open.spotify.com/track/5TzITawiUIFftW4F9CFldd?si=7dd124a079a84567
genre : sadboy,"who do i call
(feat. JID) (prod. SlimXX, Charlie Handsome, BazeXX, Bobby Raps & Bak)",Track 9 on genre : sadboy.,2:54,"Mar 29, 2024",Album Track,Yes,https://open.spotify.com/track/3Y9wIDKtqCYk2d0P8GrPxc?si=0c4b0fbb382f4c17
genre : sadboy,"summer's gone
(prod. RRAREBEAR, Igor Mamet, HNRZHUNTER, BazeXX & SlimXX)",Track 10 on genre : sadboy.,2:24,"Mar 29, 2024",Album Track,Yes,https://open.spotify.com/track/5CI0SmPVueBB9VpDEcF8wY?si=c31a86a04e1e4362
"0 Album Track(s)
5 Single(s)
8 Feature(s)
8 Music Video(s)
0 Other",LIFE'S A TRIP 2,"(Nov 24, 2023) (Saint Michael V2 is released)
(Dec 2023) (LIFE'S A TRIP 2 is announced)",,,Other,,
LIFE'S A TRIP 2,"beauty [Music Video]
(feat. mgk) (prod. SlimXX, Charlie Handsome & BazeXX)",Official music video for track 2 on genre : sadboy.,3:17,"Apr 2, 2024",Other,No,https://www.youtube.com/watch?v=Y5a59wE3JYU
LIFE'S A TRIP 2,"Zelly Ocho - Lucky Charms
(feat. Trippie Redd) (prod. Loesoe)
(Legend In This Shit)","Track 3 on V2BM3, Vol. 5.",2:39,"Apr 8, 2024",Feature,Yes,https://open.spotify.com/track/1Frxuod4INaaT2Oym8cfKe?si=49500ea4855d4bd2
LIFE'S A TRIP 2,"time travel [Music Video]
(feat. mgk & Zzz.) (prod. 80root & Igor Mamet)","Official music video for track 3 on genre : sadboy, directed by Sam Cahill.",3:03,"Apr 16, 2024",Other,No,https://www.youtube.com/watch?v=ab4cwQOMqLY
LIFE'S A TRIP 2,"Mak Sauce - Vinchey & Chanel
(feat. Trippie Redd) (prod. Nick Mira)",Track 12 on Malik Vol. 1.,2:35,"Apr 19, 2024",Feature,Yes,https://open.spotify.com/track/7pRroeWaZoJaWaq0mPy0X7?si=6242fa76d1e74d10
LIFE'S A TRIP 2,"Last Days [Music Video]
(prod. Zodiac & PAX)","Official music video for track 2 on A Love Letter To You 5, directed by WAVYLORD",2:38,"May 6, 2024",Other,No,https://www.youtube.com/watch?v=xhyO7rwm710
LIFE'S A TRIP 2,"Zelly Ocho - Worth
(feat. Trippie Redd) (prod. Nadddot)
(Crash)",Track 2 on V Files.,2:41,"Jun 6, 2024",Feature,Yes,https://open.spotify.com/track/63amQkelxbF9xXKUymGUaS?si=187ef8a7507242ce
LIFE'S A TRIP 2,"Zelly Ocho - Heavenly
(feat. Trippie Redd)",Track 3 on Poem V2.,2:49,"Jun 16, 2024",Feature,Yes,https://open.spotify.com/track/5lxNxetb9dA1HzXm6ki6Vd?si=14a2103f85574357
LIFE'S A TRIP 2,"Bando Kid
(prod. Evoni, Comet & Bred)","The second single to the upcoming project. The song had leaked on June 26th, 2024, then was teased for release on June 28th, 2024.",3:17,"Jun 28, 2024",Single,Yes,https://open.spotify.com/track/6YgDbK0EEsKKi0uXWjLaAl?si=67feaa9ac62742d4
LIFE'S A TRIP 2,"Zelly Ocho - V14D [Music Video]
(feat. Trippie Redd) (prod. Loesoe & Seal)","Official music video for track 6 on #2LV (2nd Lost Vlad). This music video was originally leaked and made during the Trip At Knight sessions, then was released July 15, 2024. The video was directed by DotComNirvan.",2:16,"Jul 15, 2024",Other,No,https://www.youtube.com/watch?v=fxIyAN5xc9A
LIFE'S A TRIP 2,"Diplo - Wish - Fallon Remix
(feat. Trippie Redd & Fallon) (prod. Diplo & Fallon)","A remixed version of the original Trippie & Diplo song, released on July 15, 2024.",3:03,"Jul 15, 2024",Feature,Yes,https://open.spotify.com/track/0NoH55DtH0Dh7kiGCZI0o7?si=3f41dda52eef4502
LIFE'S A TRIP 2,"K Suave - Must Be Crazy
(feat. Trippie Redd) (prod. LNKmusic & Jojo Kelete)",Track 13 on It Was Never Serious.,4:35,"Jul 26, 2024",Feature,Yes,https://open.spotify.com/track/5qmrVDNlwFmVsI3oXHe42X?si=b7d035508dd44fe4
LIFE'S A TRIP 2,"Bando Kid [Animated Music Video]
(prod. Evoni, Comet & Bred)","Official animated music video for Bando Kid, directed and animated by KDC Vision and explosion FXs by JF-Arts",3:17,"Aug 1, 2024",Other,No,https://www.youtube.com/watch?v=r9GRTva6owA
LIFE'S A TRIP 2,"Bando Kid [Music Video]
(prod. Evoni, Comet & Bred)",Official music video for Bando Kid.,3:21,"Aug 7, 2024",Other,No,https://www.youtube.com/watch?v=NmH9LtQVm9k
LIFE'S A TRIP 2,"Sn8ke - 4DAGANG
(feat. Trippie Redd, Sunny 2point0, & Slimesito)",August 2024 feature.,3:15,"Aug 7, 2024",Feature,No,https://soundcloud.com/globalsn8ke/sn8ke-trippie-redd-sunny-2point0-slimesito-4dagang
LIFE'S A TRIP 2,"LGLG
(prod. Sapjer & Sammy Haig)","The third single to the upcoming project. The original version had leaked on July 23, 2024.",2:56,"Aug 9, 2024",Single,Yes,https://open.spotify.com/track/30WIuDE8zFTS6rFPnGIifY?si=2e910f08b2724465
LIFE'S A TRIP 2,"LGLG [Music Video]
(prod. Sapjer & Sammy Haig)",Official music video for LGLG.,2:59,"Aug 9, 2024",Other,No,https://www.youtube.com/watch?v=xQVpy8Q3Uho
LIFE'S A TRIP 2,"RIP Chris
(with ​plaqueboymax) (prod. OLLY! & John Kearney)
(5$TAR)",This was one of the songs that were made directly from Plaqueboymax's stream.,1:48,"Aug 15, 2024",Single,No,https://www.youtube.com/watch?v=s8GbliVFXa4
LIFE'S A TRIP 2,"DoodleBob
(with ​plaqueboymax) (prod. W4ddles, Saucebyguap, Theevoni & VG$ Midnight)",The other song that was made directly from Plaqueboymax's stream.,1:14,"Aug 15, 2024",Single,No,https://www.youtube.com/watch?v=H-KYx-rdj3A
LIFE'S A TRIP 2,"RIP Chris [Music Video]
(feat. ​plaqueboymax) (prod. OLLY! & John Kearney)
(5$TAR)",Official music video for RIP Chris.,1:48,"Aug 18, 2024",Other,No,https://www.youtube.com/watch?v=iXc5_Cziuko
LIFE'S A TRIP 2,"Murderman
(feat. VonOff1700 & LAZER DIM 700) (prod. UK24 & Mayyzo)","The third single to the upcoming project. On August 20th, during plaqueboymax’s live stream, Trippie is seen performing a snippet of the song live on camera, which generated a lot of buzz on social media and left many fans eagerly awaiting the song’s release.",2:46,"Aug 23, 2024",Single,Yes,https://open.spotify.com/album/4B1LLdiQmOjJl1EjnjTZke?si=J52Fij2hTl-kVblWAyba_A
LIFE'S A TRIP 2,"Rosey - The Upside Down
(feat. Trippie Redd)",The song dropped on Rosey's throwaway SoundCloud account.,2:10,"Aug 29, 2024",Feature,No,https://soundcloud.com/roseyarchives/trippie-redd-rosey-the-upside?ref=clipboard&p=i&c=1&si=5637CB94AE1F41AEA82F7F025F951428&utm_source=mobi&utm_medium=text&utm_campaign=social_sharing
"0 Album Track(s)
7 Single(s)
14 Feature(s)
7 Music Video(s)
0 Other","LIVE LOVE LAUGH DIE
(LLLD)","(Dec 2023) (LIFE'S A TRIP 2 is announced)
(Sep 19, 2024) (The concept of LIVE LOVE LAUGH DIE is born thanks to the song Double M Gang)
(Sep 22, 2024) (LIVE LOVE LAUGH DIE is announced)",,,Other,,
LIVE LOVE LAUGH DIE,"Detains - not ur swag
(feat. Trippie Redd) (prod. Loesoe)",Track 2 on The Winning Team.,2:07,"Sep 20, 2024",Feature,Yes,https://open.spotify.com/track/5h0BWR8XX4tOcHfsF13UYI?si=66073f36c9394f41
LIVE LOVE LAUGH DIE,"djslimebxll - Strawberry Sweet
(feat. Trippie Redd & Slime Dollaz)
(Smoking Gobblegumz)",Released on djslimebxll's SoundCloud since it was leaked.,2:36,"Sep 26, 2024",Feature,No,https://soundcloud.com/djslimebxll/trippie-redd-x-slime-dollaz-strawberry-sweet-djslimebxll-exclusive?ref=clipboard&p=i&c=0&si=F79E64F1A20C4B5DB80B7D8CE91816F2&utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing
LIVE LOVE LAUGH DIE,"Reverse Pathogen - The Little Evil Things
(feat. Trippie Redd) (prod. Ghostluvme & Andrew Schwartz)",September 2024 feature.,3:48,"Sep 28, 2024",Feature,Yes,https://open.spotify.com/track/3ucgVCdx6ShvMvkv3NHiss?si=ad8d162ddab64a95
LIVE LOVE LAUGH DIE,"KSI - Thick Of It [Music Video]
(feat. Trippie Redd) (prod. Ray Michael Djan Jr.)","Official music video for Thick Of It, directed by KC Locke.",2:40,"Oct 3, 2024",Other,No,not linking this bullshit
LIVE LOVE LAUGH DIE,"KSI - Thick Of It
(feat. Trippie Redd) (prod. Ray Michael Djan Jr.)","The song dropped on KSI's account along with a music video and another song. This song is not worth listening to, not worth wasting your time with.",2:40,"Oct 3, 2024",Feature,Yes,not linking this bullshit
LIVE LOVE LAUGH DIE,"Zelly Ocho - Brand New
(feat. Trippie Redd)",Track 13 on Dirty Drugs.,2:25,"Oct 10, 2024",Feature,Yes,https://open.spotify.com/track/1VAMIHNtt6lEhrkQtrJcYU?si=b76d3db9e85d4a54
LIVE LOVE LAUGH DIE,"Rich The Kid & Famous Dex - Going Up
(feat. Trippie Redd)",Track 6 on Rich Forever 5.,3:30,"Oct 11, 2024",Feature,Yes,https://open.spotify.com/track/3VPQ0JwWnIaLmbh3fYVkCQ?si=81bbe1aa84314136
LIVE LOVE LAUGH DIE,"Juice WRLD - Both Ways [Music Video]
(prod. Pharaoh Vice & Nick Mira) (Dir. DotComNirvan & Trippie Redd)","Official music video for Both Ways, directed by DotComNirvan & Trippie Redd.",3:17,"Oct 14, 2024",Other,No,https://www.youtube.com/watch?v=IjZuDJi80JI
LIVE LOVE LAUGH DIE,"Slimesito - BLAM BLAM
(feat. Trippie Redd, Beezy B & Sn8ke) (prod. Nadddot)",Released on Rich Slime Global's SoundCloud,2:36,"Oct 24, 2024",Feature,No,https://soundcloud.com/richslimersg/blam-blam-ft-trippie-redd?ref=clipboard&p=i&c=0&si=82ACC7365AAF49BDBAE068B2924590F8&utm_source=mobi&utm_medium=text&utm_campaign=social_sharing
LIVE LOVE LAUGH DIE,"Zelly Ocho - Pathetic
(feat. Trippie Redd)",Track 3 on H.O.E.,2:27,"Dec 10, 2024",Feature,Yes,https://open.spotify.com/track/41tq8kunYmpud48Ou5m5tz?si=a4b31880b8f84bf7
LIVE LOVE LAUGH DIE,"H@E #LLLD
(prod. Bosley)",The fourth single to the upcoming project. The song originally dropped as an Instagram exclusive.,2:21,"Dec 30, 2024",Single,No,https://www.youtube.com/watch?v=ot9zx0W0Z8w
LIVE LOVE LAUGH DIE,"H@E #LLLD [Music Video]
(prod. Bosley)",Official music video for H@E. The visuals were made by Wavy Lord,2:21,"Dec 30, 2024",Other,No,https://www.youtube.com/watch?v=ot9zx0W0Z8w
LIVE LOVE LAUGH DIE,"OUTTA HERE 
(prod. ​thr6x & ToddGleeFul)",The fifth single to the upcoming project. The song originally dropped as an Instagram exclusive.,1:42,"Jan 13, 2025",Single,No,https://www.youtube.com/watch?v=PHQAwzjEYGU
LIVE LOVE LAUGH DIE,"OUTTA HERE [Music Video]
(prod. ​thr6x & ToddGleeFul)",Official music video for OUTTA HERE.,1:42,"Jan 13, 2025",Other,No,https://www.youtube.com/watch?v=PHQAwzjEYGU
LIVE LOVE LAUGH DIE,"Poundside Pop - Designer Drugs
(feat. Trippie Redd)",Track 10 on zWo (Deluxe).,1:47,"Jan 17, 2025",Feature,Yes,https://open.spotify.com/track/2SLVxIe88EEUNXxEu3Wa6O?si=10b9d07a7f9542b6
LIVE LOVE LAUGH DIE,"STRIKE OUT
(prod. TooDope, Rott & Rosen Beatz)",The sixth single to the upcoming project. The song originally dropped as an Instagram exclusive.,1:33,"Jan 19, 2025",Single,No,https://www.youtube.com/watch?v=OhD6zhcw4Xc
LIVE LOVE LAUGH DIE,"STRIKE OUT [Music Video]
(prod. TooDope, Rott & Rosen Beatz)",Official music video for STRIKE OUT.,1:33,"Jan 20, 2025",Other,No,https://www.youtube.com/watch?v=OhD6zhcw4Xc
LIVE LOVE LAUGH DIE,"Loe Shimmy - Coco Channel [Music Video]
(feat. Trippie Redd)","Official music video for Coco Chanel, directed by Isaac Garcia",2:36,"Jan 21, 2025",Other,No,https://www.youtube.com/watch?v=LrNsqY-oYys
LIVE LOVE LAUGH DIE,"Loe Shimmy - Coco Channel
(feat. Trippie Redd)",Released on Trippie's Instagram before dropping on all platforms. The song was allegedly recorded in 2022.,2:36,"Jan 21, 2025",Feature,Yes,https://open.spotify.com/track/1ZfewkEU3CwEjBwVzYkNRP
LIVE LOVE LAUGH DIE,"SCREAM [Music Video]
(prod. miroow & Ayoley)",Official music video for SCREAM.,2:12,"Jan 26, 2025",Single,No,https://www.youtube.com/watch?v=ySxVGeMQGR8
LIVE LOVE LAUGH DIE,"SCREAM
(prod. miroow & Ayoley)","The seventh single to the upcoming project. The song originally dropped as an Instagram exclusive. The song originally was part of the 8x leak during the Greatest Story buy on December 26, 2024.",2:12,"Jan 27, 2025",Single,No,https://www.youtube.com/watch?v=ySxVGeMQGR8
LIVE LOVE LAUGH DIE,Pretty Rose,The eighth single to the upcoming project. The song dropped as an Instagram exclusive.,2:46,"Jan 28, 2025",Single,No,https://www.youtube.com/watch?v=z1Wvvyjejqg
LIVE LOVE LAUGH DIE,"Zelly Ocho - Lighter
(feat. Trippie Redd)
(MONEY DANCE)","Track 2 on #Stfu&drop. The song originally leaked on February 3, 2025",2:28,"Feb 10, 2025",Feature,Yes,https://open.spotify.com/track/3w7gyrbj6H9QEXPwfOl8pl?si=7e3cc778f4af4b35
LIVE LOVE LAUGH DIE,"MM GANG
(prod. Aruni, thr6x, & Vile)
(Double M Gang, Live Love Laugh Die)","The ninth single to the upcoming project. The song originally leaked on October 28, 2024.",2:10,"Feb 11, 2025",Single,No,https://www.youtube.com/watch?v=eSh95e1JANA
LIVE LOVE LAUGH DIE,"MM GANG [Music Video]
(prod. Aruni, thr6x, & Vile)
(Double M Gang, Live Love Laugh Die)",Official music video for MM GANG.,2:10,"Feb 11, 2025",Other,No,https://www.youtube.com/watch?v=eSh95e1JANA
LIVE LOVE LAUGH DIE,"Lil Lani - Road Rage
(feat. Trippie Redd & Quincy)",Released on Lil Lani's SoundCloud.,3:56,"Feb 15, 2025",Feature,Yes,https://soundcloud.com/lillani/r0ad-rag3
LIVE LOVE LAUGH DIE,"Steve Aoki - Radio
(feat. Trippie Redd, Jessica Baio & KABU)",February 2025 feature released by Steve Aoki.,2:27,"Feb 28, 2025",Feature,Yes,https://open.spotify.com/track/5H38vBUsQxZcigRGIDeyv5?si=0c3960da419d4c74
LIVE LOVE LAUGH DIE,"Zelly Ocho - 50
(feat. Trippie Redd) (prod. Bosley)","March 2025 feature, different from BigSmokeChapo's song off of SERPENT. It had leaked before it released.",2:38,"Mar 3, 2025",Feature,Yes,https://open.spotify.com/track/6Bak4P2wNJRx8jAIoDZm6M?si=07f59df26dc347c5
"0 Album Track(s)
9 Single(s)
16 Feature(s)
12 Music Video(s)
0 Other","NDA
(Non-Disclosure Agreement, Judge Me Now)","(Sep 22, 2024) (LIVE LOVE LAUGH DIE is announced)
(Mar 5, 2025) (The concept of Judge Me Now is born thanks to the song Judge Me)
(Mar 16, 2025) (Judge Me Now is offically announced)
(Apr 2025) (NDA is announced)
(Ongoing)",,,Other,,
NDA,"EVILEMPIRE
(feat. G Herbo) (prod. BJ Beatz, 12Hunna & StevenJavier)
(Day Job)","The tenth single for the upcoming project. The leaked screen recorded version leaked on Ocotber 18, 2024, with a shorter G Herbo verse since it was screen recorded.",3:00,"Mar 28, 2025",Single,No,https://www.youtube.com/watch?v=dCXAejsLunA
NDA,"EVILEMPIRE [Music Video]
(feat. G Herbo) (prod. BJ Beatz, 12Hunna & StevenJavier)
(Day Job)",Official video for EVILEMPIRE.,3:00,"Mar 28, 2025",Other,No,https://www.youtube.com/watch?v=dCXAejsLunA
NDA,"Zelly Ocho - HAVIN IT
(feat. DJ PHAT & Trippie Redd) (prod. DJ PHAT, Bosley & sharkboy)",Track 10 on Vluto.,2:26,"Apr 11, 2025",Feature,Yes,https://open.spotify.com/track/7EmXsgjBW9rMoO1WjokgVb?si=we0LTn_wT6W9egbaLuvmrA&context=spotify%3Aalbum%3A42YQWPu3LabyN6RYQsb7XJ
NDA,"Sexton - Ya Dig
(feat. Trippie Redd)
(Ya Diggg)",Released by Sexton as a SoundCloud exclusive.,2:29,"May 2, 2025",Feature,No,https://soundcloud.com/sexton/ya-dig?si=1403536865c741b0ae8bbf58d373b523&utm_source=mobi&utm_medium=text&utm_campaign=social_sharing&fbclid=PAZXh0bgNhZW0CMTEAAafq4HZbLY9UbFFIvoEw4c_nGeuI7sqS0b5kdnPLUhx2axn-Qy38SqQRjAolvw_aem_BU-M6xiw3NCQYw6DxtYugw
NDA,"Kodak Black - Zoolin & Boolin
(feat. Trippie Redd & G6 Reddot)",Track 5 on Zapstars.,2:44,"May 19, 2025",Feature,No,https://www.youtube.com/watch?v=a8QWD1D9ADc
NDA,"French Montana - Outta Here
(feat. Trippie Redd) (prod. ​thr6x & ToddGleeFul)","The song was previewed on February 9, 2025. Features a French Montana verse and a music video that they shooted the same day. Why ? Just why tf would French Montana be on that ????
Boy slow down 😭😂✌🏾
The song was supposed to release on May 23, 2025, but (thankfully) didn't. But that didn't save us for long as the song was released on June 5, 2025.",2:47,"Jun 5, 2025",Feature,Yes,not linking this bullshit
NDA,"TTO K.T. - KBT 1400
(feat. Trippie Redd) (prod. Kerry Hardy)",Track 5 on Black Tape (Deluxe).,2:43,"Jun 13, 2025",Feature,Yes,https://open.spotify.com/track/2JE8di7U0fl1kmuA1euhmr?si=47035a6333e346c1
NDA,"AB - TO THE MOON
(feat. Trippie Redd) (prod. d.a. got that dope)
(Gratitude)","Released by AB. Later taken down. The song was meant to be on a project called ""Stoic Ch.11 Richard Mille Edition Reloaded"" with a tracklist teased. The song was taken down most likely due to the main artist AB not paying the producer d.a. got that dope.",3:01,"Jun 20, 2025",Feature,No,https://www.youtube.com/watch?v=1rlCLsi2HXI
NDA,"Woke Up
(prod. SkipOnDaBeat & Igor Mamet)
(Demon In My Eyes)","The first ""NDA"" labeled single, release alongside ""The Face"".",2:14,"Jul 18, 2025",Single,Yes,https://open.spotify.com/intl-fr/track/3Pu6ami9THr2rDArjZ0Oqg?si=e0dca6ea0447495d
NDA,"The Face
(with DJ Drama) (prod. BBYKOBE & Igor Mamet)
(Estate)","The second ""NDA"" labeled single, release alongside ""Woke Up"".",2:24,"Jul 18, 2025",Single,Yes,https://open.spotify.com/intl-fr/track/1xzY77REvu8kUPdxnoLTUk?si=ddbaf29a005e4d39
NDA,"Woke Up / The Face [Music Video]
(prod. SkipOnDaBeat, BBYKOBE & Igor Mamet)
(Demon In My Eyes / Estate)",Official video for Woke Up & The Face.,4:37,"Jul 18, 2025",Other,No,https://youtu.be/IG6igUGyqoI?si=u32FZim_jTiVZRtg
NDA,"Loe Shimmy - Add It Up
(feat. Trippie Redd)",Track 20 on Rockstar Junkie.,2:56,"Jul 18, 2025",Feature,Yes,https://open.spotify.com/intl-fr/track/6g6MWMybcssrU5abFK7B1q?si=82d132ce93604814
NDA,"French Montana - Outta Here [Music Video]
(feat. Trippie Redd) (prod. ​thr6x & ToddGleeFul)",Official video for Outta Here.,2:47,"Aug 1, 2025",Other,No,not linking this bullshit
NDA,"World Boss
(prod. Trippie Redd, officialchello, DJ SIDEREAL, KXVI & Nuki)","The third ""NDA"" labled single.",3:04,"Sep 5, 2025",Single,Yes,https://open.spotify.com/track/0gC6ZI3cFxHP7Hor3nMO3b?si=e0a6d2d4d49d4da4
NDA,"World Boss [Music Video]
(prod. Trippie Redd, officialchello, DJ SIDEREAL, KXVI & Nuki)",Official video for World Boss.,3:11,"Sep 5, 2025",Other,No,https://www.youtube.com/watch?v=1ykDy_S97lA
NDA,Wish (Orchestra Version),Orchestra version that dropped following a regain of attention of the song on TikTok.,2:59,"Sep 18, 2025",Single,Yes,https://open.spotify.com/intl-fr/track/3STIi4I7eGMJJJhGRIfVli?si=d4c26c3fc40e4cd3
NDA,"Sketchy [Music Video]
(prod. SkipOnDaBeat & Nick Mira)",Official video for the new NDA single Sketchy.,2:18,"Oct 1, 2025",Other,No,https://www.youtube.com/watch?v=S3edLt0E3Sk
NDA,"Sketchy
(prod. SkipOnDaBeat & Nick Mira)","The fourth ""NDA"" labled single, eventho it is technically the first because the three other won't be on the album.",2:16,"Oct 3, 2025",Single,Yes,https://open.spotify.com/intl-fr/track/2PW0ZQtpVPicI0DVY92IuA?si=f0163c2797164f82
NDA,"Checklist [Music Video]
(prod. Rosen Beatz & Igor Mamet)",Official video for the new NDA single Checklist.,2:50,"Oct 7, 2025",Other,No,https://www.youtube.com/watch?v=ehKliwJhylc&pp=ygUMdHJpcHBpZSByZWRk
NDA,"Stay The Same [Music Video]
(prod. Rosen Beatz)",Official video for the new NDA single Stay The Same.,2:54,"Oct 12, 2025",Other,No,https://www.youtube.com/watch?v=tqFU4LrPGww&pp=ygUMdHJpcHBpZSByZWRk0gcJCfwJAYcqIYzv
NDA,"Tommy Lee Sparta - Murderer [Music Video]
(with Trippie Redd) (prod. Murda Beatz)
(Murda)","Official video for ""Murderer"" by Tommy Lee Sparta with Trippie Redd.",3:19,"Oct 14, 2025",Other,No,https://www.youtube.com/watch?v=zr8XVbDiFsk
NDA,"Checklist
(prod. Rosen Beatz & Igor Mamet)","The second real ""NDA"" single dropped on DSPs, with a cover promoting the upcoming merch.",2:50,"Oct 17, 2025",Single,Yes,https://open.spotify.com/intl-fr/track/3cXtmBLBOg0g0sWnDENcYY?si=e8d2aa9140494db1
NDA,"Stay The Same
(prod. Rosen Beatz)","The third ""NDA"" single dropped on DSPs, with a cover promoting the upcoming merch.",2:53,"Oct 17, 2025",Single,Yes,https://open.spotify.com/intl-fr/track/5upIoNyWfFEqRa3aJG9d5Y?si=e3acf53b914d4c02
NDA,"I Love It [Music Video]
(prod. theevoni)","The song dropped via Trippie Redd's Instagram, as a throwaway because the sample wasn't cleared.",2:19,"Nov 3, 2025",Other,No,https://www.instagram.com/reel/DQnP0jSEpdw/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
NDA,"Seyi Vibez - UP
(feat. Trippie Redd) (prod. ​Dr.Luke & Rocco Did It Again!)",Track 9 on FUJI MOTO,2:44,"Nov 13, 2025",Feature,Yes,https://open.spotify.com/intl-fr/track/3txOxWfFWDxo5e8mxqIdgL?si=4bae6f80f2404dc2
